sentences	labels
1881 war die Zeche Dahlbusch mit einer Förderung von 877.000 Tonnen jährlich die größte Förderanlage des Ruhrreviers, trotz des verhältnismäßig kleinen Grubenfeldes.	<arg1> Zeche Dahlbusch </arg1> <rel> Ruhrrevier </rel> <arg2> Ruhrrevier </arg2>
Das Portfolio von Mercedes-Benz EQ soll neben allen künftigen, elektrisch angetriebenen Automobilen von Mercedes-Benz auch dazugehörige Produkte und Dienstleistungen umfassen.	<arg1> Mercedes-Benz EQ </arg1> <rel> Produkte </rel> <arg2> Automobile </arg2>
Maiken Caspersen Falla (* 13. August 1990 in Lørenskog) ist eine norwegische Skilangläuferin.	<arg1> Maiken Caspersen Falla </arg1> <rel> Fall </rel> <arg2> per </arg2>
Die Bahnneigung von (215868) Rohrer ist mit 0,4783 Prozent gering, die Ebene seiner Bahn um die Sonne gleicht der Erdbahn mehr als diejenige der anderen sieben Planeten.	<arg1> (215868) Rohrer </arg1> <rel> Bahnneigung </rel> <arg2> 0,4783 </arg2>
Neben der höchsten Erhebung, dem 789 m hohen Kopsenni, sind noch der nördlichste Gipfel von Streymoy, das 564 m hohe Kap Mýlingur, sowie der 749 m hohe Sornfelli mit der gleichnamigen Hochebene nahe Kollafjørður erwähnenswert.	<arg1> Streymoy </arg1> <rel> Erhebung </rel> <arg2> Kopsenni </arg2>
Seit 1959 befährt die Straßenbahn München die Belgradstraße vom Kurfürstenplatz bis zum Scheidplatz, von 1963 bis 1993 wurde auch der nördliche Teil der Belgradstraße von der Tram zur Siedlung Am Hart befahren.	<arg1> Belgradstraße </arg1> <rel> Straßen </rel> <arg2> Kurfürstenplatz </arg2>
Das Verfahren der Stadt Aachen gegen das Land Nordrhein-Westfalen vor dem Aachener Verwaltungsgericht war bis zu dieser Entscheidung ruhend gestellt.	<arg1> Aachen </arg1> <rel> Verfahren </rel> <arg2> Stadt </arg2>
Das Verfahren der Stadt Aachen gegen das Land Nordrhein-Westfalen vor dem Aachener Verwaltungsgericht war bis zu dieser Entscheidung ruhend gestellt.	<arg1> Aachen </arg1> <rel> Land </rel> <arg2> Nordrhein-Westfalen </arg2>
Das im Bauhaus-Stil vom Aachener Architekten Josef Bachmann entworfene Gebäude wurde 1928 erbaut und im Jahr 1988 von der Stadt Aachen komplett entkernt und umgebaut.	<arg1> Aachen </arg1> <rel> Stil </rel> <arg2> Stadt </arg2>
Virusteilchen (Virionen) des Lily-Mottle-Virus bestehen aus einem fadenförmigen Kapsid mit helikaler Symmetrie, in das eine einzelsträngige RNA als Genom verpackt ist; eine Virushülle ist nicht vorhanden.	<arg1> Lily-Mottle-Virus </arg1> <rel> Kapsid </rel> <arg2> helikal </arg2>
Aus diesem Grund gibt es in Gars außer dem „Suppè-Gedenkraum“ auch Suppès Landsitz zu sehen, den er sich dank der Einnahmen seiner kommerziell erfolgreichen Operetten „Fatinitza“ (1876) und „Boccaccio“ (1879) vom Baumeister Leopold Wieser, der übrigens auch das „Zeitbrücke-Museum“ gebaut hat, in der Kremser Straße (Nr. 40 und 41) errichten lassen konnte.	<arg1> Zeitbrücke-Museum </arg1> <rel> Baumeister </rel> <arg2> Leopold Wieser </arg2>
Das Bank of the West Classic 2010 war die 14. Ausgabe des Tennis-Hartplatzturniers in Stanford.	<arg1> Bank of the West Classic 2010 </arg1> <rel> Ausgabe </rel> <arg2> 14 </arg2>
Am 9. März 1939 kämpfte Bep van Klaveren in Berlin gegen Jupp Besselmann unentschieden und am 24. Juli 1939 gelang ihm die Revanche für die Niederlage von 1932 gegen Cleto Locatelli, den er über zehn Runden nach Punkten besiegte.	<arg1> Bep van Klaveren </arg1> <rel> unentschieden </rel> <arg2> 9 </arg2>
Die Virionen (Viruspartikel) der Microviridae bestehen aus einem einfachen, ikosaedrischen Kapsid (T=1), das aus drei oder vier verschiedenen Kapsidproteinen aufgebaut sind.	<arg1> Microviridae </arg1> <rel> Kapsid </rel> <arg2> ikosaedrisch </arg2>
Seit Juli 2012 ist Petra Enders (parteilos) Landrätin des Ilm-Kreises.	<arg1> Ilm-Kreis </arg1> <rel> Landrätin </rel> <arg2> Petra Enders </arg2>
Die Dominanz des Nevado Ticlla beträgt 238 km.	<arg1> Nevado Ticlla </arg1> <rel> Dominanz </rel> <arg2> 238 </arg2>
Das Gesetz zur Reform des Rechts der Vormundschaft und Pflegschaft für Volljährige (Betreuungsgesetz – BtG) vom 12. September 1990, welches das gesamte seit dem 1. Januar 1992 geltende Betreuungsrecht enthält, existiert seit seinem Inkrafttreten nicht mehr als eigenständiges Gesetz.	<arg1> Betreuungsgesetz </arg1> <rel> Inkrafttreten </rel> <arg2> 1. Januar 1992 </arg2>
Die Fußball-Europameisterschaft der Frauen 2022 wird die 13. Austragung des europäischen Kontinentalwettbewerbs im Frauenfußball sein.	<arg1> Fußball-Europameisterschaft der Frauen 2022 </arg1> <rel> Kontinent </rel> <arg2> Europa </arg2>
Der Fluss entsteht am Monte Pennino bei Nocera Umbra im Ortsteil Bagnara in den Sorgenti del Topino (Quellen des Topino).	<arg1> Topino </arg1> <rel> Quelle </rel> <arg2> Monte Pennino </arg2>
Der Fluss entsteht am Monte Pennino bei Nocera Umbra im Ortsteil Bagnara in den Sorgenti del Topino (Quellen des Topino).	<arg1> Topino </arg1> <rel> Quelle </rel> <arg2> bei Nocera Umbra </arg2>
Der Fluss entsteht am Monte Pennino bei Nocera Umbra im Ortsteil Bagnara in den Sorgenti del Topino (Quellen des Topino).	<arg1> Topino </arg1> <rel> Quelle </rel> <arg2> Ortsteil Bagnara </arg2>
Die Stadtverkehr Euskirchen ist Mitglied im Verkehrsverbund Rhein-Sieg(VRS), d.h. es gilt der VRS-Verbundtarif bzw. Verbundraumüberschreitend der NRW-Tarif und das Euregio-Ticket.	<arg1> Stadtverkehr Euskirchen </arg1> <rel> Stadt </rel> <arg2> Euskirchen </arg2>
Die Stadtverkehr Euskirchen ist Mitglied im Verkehrsverbund Rhein-Sieg(VRS), d.h. es gilt der VRS-Verbundtarif bzw. Verbundraumüberschreitend der NRW-Tarif und das Euregio-Ticket.	<arg1> Stadtverkehr Euskirchen </arg1> <rel> Verbund </rel> <arg2> Verkehrsverbund Rhein-Sieg </arg2>
Das Autobahnkreuz Heidelberg (Abkürzung: AK Heidelberg; Kurzform: Kreuz Heidelberg) ist ein Autobahnkreuz in Baden-Württemberg, das sich im Rhein-Neckar-Gebiet befindet.	<arg1> Autobahnkreuz Heidelberg </arg1> <rel> Gebiet </rel> <arg2> Baden-Württemberg </arg2>
Der Burgus Finningen ist eine kleine römische Fortifikation des spätantiken Donau-Iller-Rhein-Limes, die während der letzten Phase der römischen Herrschaft in Form von Grenzbefestigungen entlang der Donau angelegt worden ist.	<arg1> Burgus Finningen </arg1> <rel> Limes </rel> <arg2> Donau-Iller-Rhein-Limes </arg2>
Zu den größten Arbeitgebern zählt neben der Hüffermann Transportsysteme GmbH die Stiftung Brandenburgisches Haupt- und Landgestüt Neustadt (Dosse).	<arg1> Neustadt (Dosse) </arg1> <rel> Land </rel> <arg2> Brandenburg </arg2>
Zu den größten Arbeitgebern zählt neben der Hüffermann Transportsysteme GmbH die Stiftung Brandenburgisches Haupt- und Landgestüt Neustadt (Dosse).	<arg1> Neustadt (Dosse) </arg1> <rel> Arbeit </rel> <arg2> Neustadt </arg2>
Die Little League World Series 2016 war die 70. Austragung der Little League Baseball World Series, einem internationalen Baseballturnier für Knaben zwischen 11 und 12 Jahren.	<arg1> Little League World Series 2016 </arg1> <rel> Jahr </rel> <arg2> 2016 </arg2>
Die Little League World Series 2016 war die 70. Austragung der Little League Baseball World Series, einem internationalen Baseballturnier für Knaben zwischen 11 und 12 Jahren.	<arg1> Little League World Series 2016 </arg1> <rel> Serie </rel> <arg2> 1 </arg2>
Finn Andersen machte im Spiel Counter-Strike 1.6 bereits vor Erreichen der Volljährigkeit auf mehreren dänischen LAN-Veranstaltungen auf sich aufmerksam.	<arg1> Finn Andersen </arg1> <rel> Spiel </rel> <arg2> Counter-Strike </arg2>
The Home Depot, Inc. (börsennotiert an der NYSE, Aktiensymbol: HD, ISIN US4370761029, WKN 866953) ist eine US-amerikanische Baumarktkette mit Unternehmenssitz in Atlanta.	<arg1> The Home Depot </arg1> <rel> ISIN </rel> <arg2> US4370761029 </arg2>
The Home Depot, Inc. (börsennotiert an der NYSE, Aktiensymbol: HD, ISIN US4370761029, WKN 866953) ist eine US-amerikanische Baumarktkette mit Unternehmenssitz in Atlanta.	<arg1> The Home Depot </arg1> <rel> Unternehmenssitz </rel> <arg2> Atlanta </arg2>
Das Manhattan Center wurde 1973 erbaut und hat eine Höhe von 102 Metern, die sich auf 30 Etagen verteilen.	<arg1> Manhattan Center </arg1> <rel> Etagen </rel> <arg2> 30 </arg2>
Seit dem 5. Juli 2017 ist Frank Kilian (parteilos) direktgewählter Landrat des Rheingau-Taunus-Kreises.	<arg1> Rheingau-Taunus-Kreis </arg1> <rel> Landrat </rel> <arg2> Frank Kilian </arg2>
Nach der Volkszählung im Jahr 2010 lebten in Shell Rock 1296 Menschen in 554 Haushalten.	<arg1> Shell Rock </arg1> <rel> Volk </rel> <arg2> 1296 </arg2>
Das Leonhard-Euler-Teleskop auch Schweizer-1,2-m-Leonhard-Euler-Teleskop oder kurz Euler-Teleskop ist ein Spiegelteleskop mit 1,2 m Apertur der Sternwarte Genf am La-Silla-Observatorium der Europäischen Südsternwarte in Chile.	<arg1> Leonhard-Euler-Teleskop </arg1> <rel> Apertur </rel> <arg2> 1,2 m </arg2>
Das Kleinkastell Tetrapyrgium war eine römische Garnison, die als spätantike Grenzfestung für die Bewachung eines Abschnitts der Strata Diocletiana in der römischen Provinz Syria Euphratensis zuständig war.	<arg1> Kleinkastell Tetrapyrgium </arg1> <rel> Abschnitt </rel> <arg2> Strata Diocletiana </arg2>
Darüber hinaus können die Adenylylcyclasen kompetitiv von nukleotidischen Substratanaloga, wie beispielsweise β-L-2′,3′-Didesoxy-5′-Adenosintriphosphat, durch Verdrängung des Substrats ATP gehemmt werden.	<arg1> Adenylylcyclasen </arg1> <rel> Substrat </rel> <arg2> ATP </arg2>
Hieroglyphen sind im Unicodeblock Ägyptische Hieroglyphen (U+13000–U+1342F) codiert, der beispielsweise durch den ab Windows 10 mitgelieferten Font Segoe UI Historic abgedeckt wird.	<arg1> Ägyptische Hieroglyphen </arg1> <rel> Unicode </rel> <arg2> Unicodeblock Ägyptische Hieroglyphen </arg2>
Das Municipio Puerto Acosta ist per Gesetz von 2009 in die drei Municipios Puerto Acosta, Escoma und Humanata aufgespalten worden, zentraler Ort des Municipio Puerto Acosta ist Puerto Acosta mit 1.359 Einwohnern (Volkszählung 2012), im nordwestlichen Teil des Municipio am Titicaca-See gelegen.	<arg1> Municipio Puerto Acosta </arg1> <rel> zentraler Ort </rel> <arg2> Puerto Acosta </arg2>
Die Markenrechte für den Namen Team Kaylie wurden Anfang Januar 2019 beantragt.	<arg1> Team Kaylie </arg1> <rel> Team </rel> <arg2> 1 </arg2>
Die Klinik am Park Lünen wurde 1907 als „Wilhelm-Augusta-Viktoria-Hospital“ eröffnet, damals noch an anderem Standort im Lüner Ortsteil Brambauer.	<arg1> Klinik am Park Lünen </arg1> <rel> Standort </rel> <arg2> Lünen </arg2>
Die Wilhelm Büchner Hochschule (WBH) ist eine deutsche Hochschule für Angewandte Wissenschaften (Fachhochschule) in privater Trägerschaft mit Sitz in Darmstadt, Hessen.	<arg1> Wilhelm Büchner Hochschule </arg1> <rel> Trägerschaft </rel> <arg2> privat </arg2>
Der Vulkan Kerling liegt im Norden von Island.	<arg1> Kerling </arg1> <rel> Kerl </rel> <arg2> Vulkan </arg2>
Seit Anfang 2015 führt Mathias Bork den deutschen Ableger von QVC als CEO.	<arg1> QVC </arg1> <rel> CEO </rel> <arg2> Mathias Bork </arg2>
An der K League 2 nehmen meistens 10 Mannschaften, zwei Spielzeiten lang sogar 11 Mannschaften, teil.	<arg1> K League 2 </arg1> <rel> Mannschaften </rel> <arg2> 10 </arg2>
Im Inneren der CD findet sich der Liedtext zu Jeder für Jeden wieder.	<arg1> Jeder für Jeden </arg1> <rel> CD </rel> <arg2> ich </arg2>
Mörder, Zombies und Musik (engl. Titel: Treehouse of Horror XX) ist die 4. Folge der 21. Staffel der Serie Die Simpsons.	<arg1> Mörder, Zombies und Musik </arg1> <rel> Folge </rel> <arg2> Die Simpsons </arg2>
Mörder, Zombies und Musik (engl. Titel: Treehouse of Horror XX) ist die 4. Folge der 21. Staffel der Serie Die Simpsons.	<arg1> Mörder, Zombies und Musik </arg1> <rel> Staffel </rel> <arg2> 21 </arg2>
Mörder, Zombies und Musik (engl. Titel: Treehouse of Horror XX) ist die 4. Folge der 21. Staffel der Serie Die Simpsons.	<arg1> Mörder, Zombies und Musik </arg1> <rel> Folge </rel> <arg2> 4 </arg2>
Mörder, Zombies und Musik (engl. Titel: Treehouse of Horror XX) ist die 4. Folge der 21. Staffel der Serie Die Simpsons.	<arg1> Mörder, Zombies und Musik </arg1> <rel> Titel </rel> <arg2> Mörder </arg2>
Mörder, Zombies und Musik (engl. Titel: Treehouse of Horror XX) ist die 4. Folge der 21. Staffel der Serie Die Simpsons.	<arg1> Mörder, Zombies und Musik </arg1> <rel> Titel </rel> <arg2> Zombies und Musik </arg2>
Natürliche dioktaedrische Vermiculite sind außer in der Tonfraktion von Böden, aus denen sie jedoch nicht rein abgetrennt werden können, bisher allerdings nicht gefunden worden.	<arg1> Vermiculit </arg1> <rel> Ton </rel> <arg2> öd </arg2>
Die Berliner Rumpler-Werke gingen 1914 aus der Rumpler-Luftfahrzeugbau GmbH hervor und produzierten unter der Führung von Edmund Rumpler bis zum Ende des Ersten Weltkrieges im Jahre 1918 verschiedene Flugzeugtypen für den Kampfeinsatz.	<arg1> Rumpler-Werke </arg1> <rel> Führung </rel> <arg2> Edmund Rumpler </arg2>
Die Volksbank Neckartal eG unterhält in ihrem Geschäftsgebiet 34 Geschäftsstellen und zählt 360 Mitarbeiter.	<arg1> Volksbank Neckartal </arg1> <rel> Geschäftsstellen </rel> <arg2> 34 </arg2>
5 Seasons markiert die erste Zusammenarbeit zwischen Olaf Ittenbach und seiner zweiten Frau Tanja Ittenbach, die hier als Produzentin, Kamerafrau und Editorin fungiert.	<arg1> 5 Seasons </arg1> <rel> Produzent </rel> <arg2> Olaf Ittenbach </arg2>
5 Seasons markiert die erste Zusammenarbeit zwischen Olaf Ittenbach und seiner zweiten Frau Tanja Ittenbach, die hier als Produzentin, Kamerafrau und Editorin fungiert.	<arg1> 5 Seasons </arg1> <rel> Kamera </rel> <arg2> Tanja Ittenbach </arg2>
Der Leiterberg ist ein 507 Meter hoher Berg im Pfälzerwald 1,5 km nordöstlich vom Stüterhof, einem Ortsteil von Waldleiningen.	<arg1> Leiterberg </arg1> <rel> Berg </rel> <arg2> 507 </arg2>
Das Ikul besteht aus einer zumeist blattförmigen Klinge aus Eisen oder Kupfer und einem Griff aus Holz mit einem runden Knauf und etwaigen Metalleinlagen.	<arg1> Ikul </arg1> <rel> Griff </rel> <arg2> Holz </arg2>
Das Ikul besteht aus einer zumeist blattförmigen Klinge aus Eisen oder Kupfer und einem Griff aus Holz mit einem runden Knauf und etwaigen Metalleinlagen.	<arg1> Ikul </arg1> <rel> Griff </rel> <arg2> Metalleinlagen </arg2>
(944) Hidalgo ist ein Asteroid, dessen extrem elliptische Bahn vom inneren Asteroidengürtel (Perihel 1,9401 AU) bis jenseits der Saturnbahn (Aphel 9,5330 AU) verläuft.	<arg1> (944) Hidalgo </arg1> <rel> Perihel </rel> <arg2> 1,9401 </arg2>
(944) Hidalgo ist ein Asteroid, dessen extrem elliptische Bahn vom inneren Asteroidengürtel (Perihel 1,9401 AU) bis jenseits der Saturnbahn (Aphel 9,5330 AU) verläuft.	<arg1> (944) Hidalgo </arg1> <rel> Aphel </rel> <arg2> 9,5330 </arg2>
Die 2015 gegründete Hochschule der Polizei Rheinland-Pfalz (HdP) als zentrale Bildungseinrichtung ist für die Aus- und Fortbildung aller Bediensteten der rheinland-pfälzischen Polizei zuständig.	<arg1> Polizei Rheinland-Pfalz </arg1> <rel> Bild </rel> <arg2> Polizei </arg2>
Die Polizei Rheinland-Pfalz hat ihre Strukturen und Instrumente zur Nachwuchsgewinnung an zeitgemäße Verfahren angepasst, um die Attraktivität als Arbeitgeber im Bewerbungsverfahren erhöhen zu können.	<arg1> Polizei Rheinland-Pfalz </arg1> <rel> Arbeit </rel> <arg2> Polizei </arg2>
Das Wappen der Stadt Cloppenburg vereinigt in sich das Wappen des Bistums Münster: roter Balken auf goldenem Schild; das Bild des Schutzpatrons des Stiftes Münster: der Heilige Paulus mit Buch und Schwert; und ein Charakteristikum des Bischofs Heinrich von Moers, der als damaliger Landesherr Cloppenburg das Wappen verlieh: drei blaue baristelen.	<arg1> Cloppenburg </arg1> <rel> Charakter </rel> <arg2> Stadt </arg2>
Der Stößensee ist ein weichselglazialer Rinnsee in der Havel-Rinne an der Grenze zum Berliner Urstromtal am südlichen Rand des Mündungsbereichs der Spree in die Havel.	<arg1> Stößensee </arg1> <rel> Rinne </rel> <arg2> Havel </arg2>
Die Grüntangente Nord wurde bereits seit 1947 geplant und war ein Hauptelement beim Wiederaufbau Kiels nach dem Zweiten Weltkrieg.	<arg1> Grüntangente Nord </arg1> <rel> geplant </rel> <arg2> 1947 </arg2>
Bis 1970 gehörte sie zur Harde Gram Herred im damaligen Haderslev Amt, danach wurde sie Zentrum der Vojens Kommune im damaligen Sønderjyllands Amt, die im Zuge der Kommunalreform zum 1. Januar 2007 in der „neuen“ Haderslev Kommune in der Region Syddanmark aufging.	<arg1> Vojens </arg1> <rel> Region </rel> <arg2> Syddanmark </arg2>
Bis 1970 gehörte sie zur Harde Gram Herred im damaligen Haderslev Amt, danach wurde sie Zentrum der Vojens Kommune im damaligen Sønderjyllands Amt, die im Zuge der Kommunalreform zum 1. Januar 2007 in der „neuen“ Haderslev Kommune in der Region Syddanmark aufging.	<arg1> Vojens </arg1> <rel> Kommune </rel> <arg2> Haderslev </arg2>
Bis 1970 gehörte sie zur Harde Gram Herred im damaligen Haderslev Amt, danach wurde sie Zentrum der Vojens Kommune im damaligen Sønderjyllands Amt, die im Zuge der Kommunalreform zum 1. Januar 2007 in der „neuen“ Haderslev Kommune in der Region Syddanmark aufging.	<arg1> Vojens </arg1> <rel> Herred </rel> <arg2> Gram </arg2>
Nach Baukosten von 52,5 Mio. US-Dollar wurde die Miami Arena im Juli 1988 eingeweiht.	<arg1> Miami Arena </arg1> <rel> kosten </rel> <arg2> 52,5 Mio. US-Dollar </arg2>
Auch im Verlauf der ISS-Expedition 44 wurden Kleinsatelliten, die zuvor mit einem unbemannten Transporter zur Station gelangten, ausgesetzt.	<arg1> ISS-Expedition 44 </arg1> <rel> Station </rel> <arg2> ISS </arg2>
Am 25. Dezember 1998 gründeten die Gemeinden Bergen, Theuma, Werda und Tirpersdorf den Verwaltungsverband Jägerswald mit Sitz in Tirpersdorf.	<arg1> Tirpersdorf </arg1> <rel> Verwaltungsverband </rel> <arg2> Jägerswald </arg2>
4YOU Airlines wurde 2013 als Tochtergesellschaft des polnischen Reiseveranstalters Alfa Star gegründet und nahm den Flugbetrieb im Frühjahr 2014 mit geleasten Flugzeugen vom Typ Airbus A320-200 auf.	<arg1> 4YOU Airlines </arg1> <rel> Flugzeuge </rel> <arg2> 3 </arg2>
Der Columbia Metropolitan Airport wird durch Busse in den Öffentlichen Personennahverkehr eingebunden, die Route 28 der Nahverkehrsgesellschaft The COMET fährt ihn regelmäßig an.	<arg1> Columbia Metropolitan Airport </arg1> <rel> Nahverkehr </rel> <arg2> Bus </arg2>
